-5  3e+024
-4.99878  3.00867e+024
-4.99756  3.01693e+024
-4.99634  3.02346e+024
-4.99512  3.02845e+024
-4.9939  3.03361e+024
-4.99268  3.03926e+024
-4.99146  3.04329e+024
-4.99023  3.04407e+024
-4.98901  3.04297e+024
-4.98779  3.04284e+024
-4.98657  3.04456e+024
-4.98535  3.04618e+024
-4.98413  3.04522e+024
-4.98291  3.04169e+024
-4.98169  3.03818e+024
-4.98047  3.03702e+024
-4.97925  3.03804e+024
-4.97803  3.03895e+024
-4.97681  3.03773e+024
-4.97559  3.03478e+024
-4.97437  3.03241e+024
-4.97314  3.03249e+024
-4.97192  3.03474e+024
-4.9707  3.0372e+024
-4.96948  3.03809e+024
-4.96826  3.03753e+024
-4.96704  3.03732e+024
-4.96582  3.03913e+024
-4.9646  3.04301e+024
-4.96338  3.04748e+024
-4.96216  3.05088e+024
-4.96094  3.05292e+024
-4.95972  3.05484e+024
-4.9585  3.05817e+024
-4.95728  3.06337e+024
-4.95605  3.06948e+024
-4.95483  3.07501e+024
-4.95361  3.0793e+024
-4.95239  3.08305e+024
-4.95117  3.08759e+024
-4.94995  3.09366e+024
-4.94873  3.1008e+024
-4.94751  3.10781e+024
-4.94629  3.11382e+024
-4.94507  3.11903e+024
-4.94385  3.12448e+024
-4.94263  3.13106e+024
-4.94141  3.13871e+024
-4.94019  3.14653e+024
-4.93896  3.15361e+024
-4.93774  3.15981e+024
-4.93652  3.16589e+024
-4.9353  3.17273e+024
-4.93408  3.18052e+024
-4.93286  3.18864e+024
-4.93164  3.19617e+024
-4.93042  3.20283e+024
-4.9292  3.20913e+024
-4.92798  3.21597e+024
-4.92676  3.22368e+024
-4.92554  3.23179e+024
-4.92432  3.23937e+024
-4.9231  3.24596e+024
-4.92188  3.25199e+024
-4.92065  3.25842e+024
-4.91943  3.26581e+024
-4.91821  3.27377e+024
-4.91699  3.28123e+024
-4.91577  3.28747e+024
-4.91455  3.29279e+024
-4.91333  3.29832e+024
-4.91211  3.30498e+024
-4.91089  3.31261e+024
-4.90967  3.31999e+024
-4.90845  3.32592e+024
-4.90723  3.33037e+024
-4.90601  3.33458e+024
-4.90479  3.34001e+024
-4.90356  3.34696e+024
-4.90234  3.35426e+024
-4.90112  3.36016e+024
-4.8999  3.36397e+024
-4.89868  3.36679e+024
-4.89746  3.37057e+024
-4.89624  3.37638e+024
-4.89502  3.3834e+024
-4.8938  3.38953e+024
-4.89258  3.39322e+024
-4.89136  3.39498e+024
-4.89014  3.39705e+024
-4.88892  3.40131e+024
-4.8877  3.4077e+024
-4.88647  3.41412e+024
-4.88525  3.41822e+024
-4.88403  3.41958e+024
-4.88281  3.42024e+024
-4.88159  3.42281e+024
-4.88037  3.42818e+024
-4.87915  3.43471e+024
-4.87793  3.43956e+024
-4.87671  3.44124e+024
-4.87549  3.44111e+024
-4.87427  3.44214e+024
-4.87305  3.44621e+024
-4.87183  3.45251e+024
-4.87061  3.45818e+024
-4.86938  3.46075e+024
-4.86816  3.46057e+024
-4.86694  3.46048e+024
-4.86572  3.46318e+024
-4.8645  3.4689e+024
-4.86328  3.47518e+024
-4.86206  3.47896e+024
-4.86084  3.4794e+024
-4.85962  3.47877e+024
-4.8584  3.48023e+024
-4.85718  3.48507e+024
-4.85596  3.49163e+024
-4.85474  3.49665e+024
-4.85352  3.49824e+024
-4.85229  3.49769e+024
-4.85107  3.49821e+024
-4.84985  3.50201e+024
-4.84863  3.50843e+024
-4.84741  3.51449e+024
-4.84619  3.51751e+024
-4.84497  3.51761e+024
-4.84375  3.51762e+024
-4.84253  3.52036e+024
-4.84131  3.52626e+024
-4.84009  3.53299e+024
-4.83887  3.53746e+024
-4.83765  3.53868e+024
-4.83643  3.53866e+024
-4.83521  3.54048e+024
-4.83398  3.54555e+024
-4.83276  3.55246e+024
-4.83154  3.5582e+024
-4.83032  3.5608e+024
-4.8291  3.56124e+024
-4.82788  3.5624e+024
-4.82666  3.56648e+024
-4.82544  3.5731e+024
-4.82422  3.5797e+024
-4.823  3.58374e+024
-4.82178  3.58504e+024
-4.82056  3.58593e+024
-4.81934  3.589e+024
-4.81812  3.59492e+024
-4.81689  3.60187e+024
-4.81567  3.60716e+024
-4.81445  3.60961e+024
-4.81323  3.61064e+024
-4.81201  3.61288e+024
-4.81079  3.61781e+024
-4.80957  3.62458e+024
-4.80835  3.63074e+024
-4.80713  3.63442e+024
-4.80591  3.636e+024
-4.80469  3.6377e+024
-4.80347  3.64156e+024
-4.80225  3.64767e+024
-4.80103  3.6542e+024
-4.7998  3.65896e+024
-4.79858  3.66137e+024
-4.79736  3.66293e+024
-4.79614  3.66581e+024
-4.79492  3.67095e+024
-4.7937  3.67732e+024
-4.79248  3.68282e+024
-4.79126  3.68615e+024
-4.79004  3.68794e+024
-4.78882  3.69012e+024
-4.7876  3.69418e+024
-4.78638  3.69992e+024
-4.78516  3.70571e+024
-4.78394  3.70987e+024
-4.78271  3.71216e+024
-4.78149  3.71398e+024
-4.78027  3.71702e+024
-4.77905  3.72185e+024
-4.77783  3.72746e+024
-4.77661  3.73216e+024
-4.77539  3.73507e+024
-4.77417  3.73687e+024
-4.77295  3.73912e+024
-4.77173  3.74292e+024
-4.77051  3.74797e+024
-4.76929  3.75287e+024
-4.76807  3.75636e+024
-4.76685  3.75838e+024
-4.76562  3.76015e+024
-4.7644  3.76297e+024
-4.76318  3.7672e+024
-4.76196  3.77193e+024
-4.76074  3.77581e+024
-4.75952  3.77823e+024
-4.7583  3.7798e+024
-4.75708  3.78182e+024
-4.75586  3.78513e+024
-4.75464  3.78938e+024
-4.75342  3.79341e+024
-4.7522  3.79622e+024
-4.75098  3.79786e+024
-4.74976  3.79935e+024
-4.74854  3.80176e+024
-4.74731  3.80531e+024
-4.74609  3.80919e+024
-4.74487  3.8123e+024
-4.74365  3.81418e+024
-4.74243  3.81542e+024
-4.74121  3.8171e+024
-4.73999  3.81985e+024
-4.73877  3.82333e+024
-4.73755  3.82654e+024
-4.73633  3.82871e+024
-4.73511  3.82996e+024
-4.73389  3.83115e+024
-4.73267  3.83313e+024
-4.73145  3.83601e+024
-4.73022  3.83908e+024
-4.729  3.84147e+024
-4.72778  3.84289e+024
-4.72656  3.84386e+024
-4.72534  3.84523e+024
-4.72412  3.84743e+024
-4.7229  3.85014e+024
-4.72168  3.85258e+024
-4.72046  3.85422e+024
-4.71924  3.85519e+024
-4.71802  3.85618e+024
-4.7168  3.85776e+024
-4.71558  3.85996e+024
-4.71436  3.86225e+024
-4.71313  3.86402e+024
-4.71191  3.86511e+024
-4.71069  3.86593e+024
-4.70947  3.86705e+024
-4.70825  3.86872e+024
-4.70703  3.87069e+024
-4.70581  3.87245e+024
-4.70459  3.87368e+024
-4.70337  3.87449e+024
-4.70215  3.87532e+024
-4.70093  3.87652e+024
-4.69971  3.8781e+024
-4.69849  3.87972e+024
-4.69727  3.88101e+024
-4.69604  3.88188e+024
-4.69482  3.88258e+024
-4.6936  3.88344e+024
-4.69238  3.88462e+024
-4.69116  3.88599e+024
-4.68994  3.88725e+024
-4.68872  3.88821e+024
-4.6875  3.88889e+024
-4.68628  3.88952e+024
-4.68506  3.89035e+024
-4.68384  3.89141e+024
-4.68262  3.89256e+024
-4.6814  3.89356e+024
-4.68018  3.89431e+024
-4.67896  3.89486e+024
-4.67773  3.89539e+024
-4.67651  3.8961e+024
-4.67529  3.89703e+024
-4.67407  3.89804e+024
-4.67285  3.89891e+024
-4.67163  3.89951e+024
-4.67041  3.89987e+024
-4.66919  3.90022e+024
-4.66797  3.90081e+024
-4.66675  3.90171e+024
-4.66553  3.90271e+024
-4.66431  3.9035e+024
-4.66309  3.90386e+024
-4.66187  3.90392e+024
-4.66064  3.90408e+024
-4.65942  3.90469e+024
-4.6582  3.90573e+024
-4.65698  3.90679e+024
-4.65576  3.90735e+024
-4.65454  3.90728e+024
-4.65332  3.90701e+024
-4.6521  3.90715e+024
-4.65088  3.90804e+024
-4.64966  3.90932e+024
-4.64844  3.91025e+024
-4.64722  3.91031e+024
-4.646  3.90971e+024
-4.64478  3.90928e+024
-4.64355  3.90975e+024
-4.64233  3.91108e+024
-4.64111  3.91245e+024
-4.63989  3.9129e+024
-4.63867  3.91223e+024
-4.63745  3.91124e+024
-4.63623  3.91106e+024
-4.63501  3.91215e+024
-4.63379  3.91385e+024
-4.63257  3.91489e+024
-4.63135  3.91448e+024
-4.63013  3.9131e+024
-4.62891  3.91214e+024
-4.62769  3.91265e+024
-4.62646  3.91443e+024
-4.62524  3.9161e+024
-4.62402  3.91629e+024
-4.6228  3.91487e+024
-4.62158  3.91318e+024
-4.62036  3.91281e+024
-4.61914  3.91425e+024
-4.61792  3.9164e+024
-4.6167  3.91743e+024
-4.61548  3.91643e+024
-4.61426  3.91427e+024
-4.61304  3.91288e+024
-4.61182  3.91355e+024
-4.6106  3.91579e+024
-4.60937  3.9177e+024
-4.60815  3.91756e+024
-4.60693  3.91541e+024
-4.60571  3.91311e+024
-4.60449  3.91264e+024
-4.60327  3.91444e+024
-4.60205  3.91697e+024
-4.60083  3.91797e+024
-4.59961  3.91642e+024
-4.59839  3.9136e+024
-4.59717  3.91188e+024
-4.59595  3.9127e+024
-4.59473  3.91533e+024
-4.59351  3.91744e+024
